task_id,task_domain,task_type,difficulty,task_description,constraints,required_capabilities,expected_tools,available_tools,ground_truth,success_criteria
task_00081,information_retrieval,information_retrieval,easy,Find the 5 most relevant sources for quarterly revenue trends and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_quarterly_revenue_trends_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00082,coding,coding,medium,Write and run a script that solves competitor feature matrix and returns the result for 3 test cases.,Must use only tools from the coding toolset; Must return exactly 3 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_competitor_feature_matrix_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00083,web_research,web_research,medium,Research product defect reports using web search and summarize the top 5 findings with sources.,Must use only tools from the web_research toolset; Must return exactly 5 items,web research,"web_search,browser,validator","web_search,browser,validator",gt_web_research_product_defect_reports_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00084,document_analysis,document_analysis,easy,Read the provided document set on compliance audit findings and extract the 5 key claims with citations.,Must use only tools from the document_analysis toolset,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_compliance_audit_findings_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00085,constraint_satisfaction,constraint_satisfaction,hard,Find an assignment for warehouse capacity planning satisfying all 2 stated constraints.,Must use only tools from the constraint_satisfaction toolset; Must return exactly 2 items; Must cite the source of every factual claim,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query",gt_constraint_satisfaction_warehouse_capacity_planning_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00086,verification,verification,hard,Verify the 4 claims about pricing tier comparison against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 4 items; Must cite the source of every factual claim,verification,"validator,sql_query,calculator","validator,sql_query,calculator",gt_verification_pricing_tier_comparison_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00087,file_operations,file_operations,medium,"Read vendor contract terms, transform it, and write 3 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 3 items,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator",gt_file_operations_vendor_contract_terms_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00088,information_retrieval,information_retrieval,medium,Find the 3 most relevant sources for hiring pipeline metrics and rank them by relevance.,Must use only tools from the information_retrieval toolset; Must return exactly 3 items,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator",gt_information_retrieval_hiring_pipeline_metrics_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00089,coding,coding,easy,Write and run a script that solves inventory reorder points and returns the result for 3 test cases.,Must use only tools from the coding toolset,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_inventory_reorder_points_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00090,information_retrieval,information_retrieval,easy,Find the 3 most relevant sources for regional sales performance and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_regional_sales_performance_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00091,file_operations,file_operations,medium,"Read regional sales performance, transform it, and write 2 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 2 items,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_regional_sales_performance_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00092,multi_step_reasoning,multi_step_reasoning,hard,Answer a multi-step question about server incident timeline requiring 5 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 5 items; Must cite the source of every factual claim,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator,code_executor",gt_multi_step_reasoning_server_incident_timeline_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00093,constraint_satisfaction,constraint_satisfaction,medium,Find an assignment for regional sales performance satisfying all 5 stated constraints.,Must use only tools from the constraint_satisfaction toolset; Must return exactly 5 items,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query",gt_constraint_satisfaction_regional_sales_performance_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
